PeachesLieb                         , CUST_SPR_AllNewFTC_A/38.png , 255
PlanetaryPan                        , CUST_SPR_AllNewFTC_A/48.png
Praneet                             , CUST_SPR_AllNewFTC_B/41.png , 240
PsycheW                             , CUST_SPR_AllNewFTC_B/34.png , 275
Questhaven                          , CUST_SPR_AllNewFTC_A/44.png , 210
Robert\nthe Butcher                 , CUST_SPR_AllNewFTC_B/31.png
RobHinesWriter                      , CUST_SPR_AllNewFTC_A/16.png
Rocketsoup                          , CUST_SPR_AllNewFTC_B/30.png
RyanNelson                          , CUST_SPR_AllNewFTC_B/26.png
Ryon Day                            , CUST_SPR_AllNewFTC_A/10.png
SarahThePearl                       , CUST_SPR_AllNewFTC_A/25.png
Seksay0n3                           , CUST_SPR_AllNewFTC_A/27.png
ShadowDemon xXx                     , CUST_SPR_AllNewFTC_A/36.png
ShadracMould                        , CUST_SPR_AllNewFTC_B/47.png
shaggyjedi                          , CUST_SPR_AllNewFTC_A/9.png
Sheldon                             , CUST_SPR_AllNewFTC_B/44.png
Sheogorath100's Dog                 , CUST_SPR_AllNewFTC_B/48.png , 250
Shoofleee                           , CUST_SPR_AllNewFTC_A/42.png
Shortdot66                          , CUST_SPR_AllNewFTC_B/11.png
Sidewinder Media                    , CUST_SPR_AllNewFTC_A/2.png
SierraDelta                         , CUST_SPR_AllNewFTC_A/46.png
Smock                               , CUST_SPR_AllNewFTC_B/1.png
Soylent Heston                      , CUST_SPR_AllNewFTC_B/39.png
taurielxaela                        , CUST_SPR_AllNewFTC_B/18.png , 205
terriasmith                         , CUST_SPR_AllNewFTC_B/29.png
tethered_raven                      , CUST_SPR_AllNewFTC_A/15.png
thanatos drive                      , CUST_SPR_AllNewFTC_B/22.png
TheAstropath                        , CUST_SPR_AllNewFTC_A/17.png
TheFruityKiwi                       , CUST_SPR_AllNewFTC_A/31.png
TheMarvelousHunt                    , CUST_SPR_AllNewFTC_A/40.png
The Perks of March's dog            , CUST_SPR_AllNewFTC_B/0.png  , 50
TheRightPartner                     , CUST_SPR_AllNewFTC_B/24.png
TorontoGal                          , CUST_SPR_AllNewFTC_A/43.png
TsunamiSioux                        , CUST_SPR_AllNewFTC_A/47.png
Tyrolin Puxty                       , CUST_SPR_AllNewFTC_A/33.png , 200
unstoppabell                        , CUST_SPR_AllNewFTC_A/30.png
urLABness                           , CUST_SPR_AllNewFTC_A/28.png
Vessiot                             , CUST_SPR_AllNewFTC_A/6.png
ZaZu                                , CUST_SPR_AllNewFTC_B/10.png
Zen_State                           , CUST_SPR_AllNewFTC_A/39.png
ZUBO                                , CUST_SPR_AllNewFTC_B/46.png
